user_id,enrollment_date,course_category,subscription_type,revenue_per_user,city,user_type,language
PW102561,2024-06-05,SSC,Paid Monthly,999,Hyderabad,Online,Hindi
PW102562,2021-10-15,UPSC,Free,0,Kolkata,Online,Regional
PW102563,2021-03-17,JEE,Paid Monthly,499,Kolkata,Online,Hindi
PW102564,2019-12-11,UPSC,Free,0,Lucknow,Online,English
PW102565,2023-11-23,Skill Development,Free,0,Kanpur,Online,Hindi
PW102566,2024-04-01,JEE,Paid Monthly,999,Gaya,Online,Hindi
PW102567,2023-10-27,Commerce,Free,0,Kanpur,Online,Hindi
PW102568,2019-06-30,Skill Development,Free,0,Ahmedabad,Online,Hindi
PW102569,2022-09-15,GATE,Paid Monthly,999,Nagpur,Online,English
PW102570,2021-07-18,NEET,Paid Monthly,699,Kolkata,Online,Hindi
PW102571,2019-12-12,SSC,Free,0,Gaya,Online,Hindi
PW102572,2020-09-03,JEE,Paid Yearly,6999,Delhi,Online,Regional
PW102573,2021-06-12,NEET,Paid Yearly,4999,Mumbai,Online,Regional
PW102574,2024-06-07,JEE,Free,0,Muzaffarpur,Online,Hindi
PW102575,2022-12-15,JEE,Paid Yearly,8999,Gaya,Online,Hindi
PW102576,2022-01-29,NEET,Paid Monthly,499,Bangalore,Online,English
PW102577,2019-09-18,SSC,Free,0,Hyderabad,Offline,Hindi
PW102578,2023-06-15,NEET,Paid Monthly,499,Muzaffarpur,Online,Hindi
PW102579,2019-01-07,NEET,Paid Monthly,499,Mumbai,Online,Hindi
PW102580,2020-06-24,NEET,Paid Monthly,699,Kolkata,Online,Hindi
PW102581,2024-05-31,SSC,Paid Monthly,699,Pune,Online,Hindi
PW102582,2021-10-26,UPSC,Free,0,Lucknow,Online,Regional
PW102583,2019-08-20,JEE,Paid Monthly,499,Dehradun,Online,Hindi
PW102584,2020-02-12,UPSC,Free,0,Nagpur,Online,English
PW102585,2022-09-03,NEET,Free,0,Nagpur,Offline,Regional
PW102586,2019-08-29,Commerce,Free,0,Muzaffarpur,Online,Hindi
PW102587,2019-09-19,NEET,Paid Monthly,699,Jamshedpur,Offline,Hindi
PW102588,2021-06-21,NEET,Paid Monthly,999,Hyderabad,Online,English
PW102589,2023-11-16,NEET,Paid Yearly,4999,Pune,Online,English
PW102590,2020-06-20,Commerce,Paid Monthly,699,Delhi,Online,Hindi
PW102591,2023-11-13,JEE,Paid Yearly,4999,Varanasi,Offline,English
PW102592,2020-08-11,UPSC,Free,0,Kolkata,Online,Regional
PW102593,2021-01-14,JEE,Paid Yearly,4999,Chennai,Online,Hindi
PW102594,2019-03-25,Skill Development,Paid Yearly,8999,Hyderabad,Online,Hindi
PW102595,2024-06-29,UPSC,Paid Monthly,699,Kanpur,Online,Hindi
PW102596,2024-01-13,JEE,Paid Monthly,699,Mumbai,Online,Hindi
PW102597,2019-07-15,SSC,Paid Monthly,699,Ahmedabad,Online,Hindi
PW102598,2019-06-07,NEET,Free,0,Kanpur,Online,Hindi
PW102599,2022-04-19,JEE,Paid Monthly,499,Muzaffarpur,Online,Regional
PW102600,2023-11-23,Skill Development,Paid Yearly,6999,Kanpur,Online,Regional
PW102601,2019-06-10,GATE,Paid Monthly,999,Chennai,Online,Hindi
PW102602,2021-10-10,JEE,Free,0,Ahmedabad,Online,Hindi
PW102603,2022-07-19,Skill Development,Paid Monthly,999,Delhi,Offline,Hindi
PW102604,2019-02-05,GATE,Paid Yearly,8999,Varanasi,Offline,English
PW102605,2023-02-27,JEE,Free,0,Delhi,Online,Regional
PW102606,2021-06-17,UPSC,Paid Yearly,4999,Hyderabad,Online,English
PW102607,2020-12-30,JEE,Paid Yearly,4999,Ahmedabad,Online,Hindi
PW102608,2024-03-09,NEET,Free,0,Hyderabad,Offline,Regional
PW102609,2022-03-10,JEE,Paid Yearly,8999,Ahmedabad,Offline,Hindi
PW102610,2019-10-29,JEE,Free,0,Pune,Online,Hindi
PW102611,2019-12-22,SSC,Paid Monthly,499,Pune,Online,Regional
PW102612,2023-01-27,NEET,Paid Monthly,499,Bangalore,Online,Hindi
PW102613,2019-09-04,SSC,Paid Monthly,499,Kanpur,Online,Hindi
PW102614,2020-05-03,GATE,Paid Yearly,4999,Varanasi,Online,Hindi
PW102615,2019-07-11,Skill Development,Free,0,Kanpur,Offline,Hindi
PW102616,2021-04-24,GATE,Free,0,Chennai,Online,Hindi
PW102617,2020-03-29,Commerce,Free,0,Ahmedabad,Online,Hindi
PW102618,2022-02-17,JEE,Paid Monthly,999,Kolkata,Offline,Hindi
PW102619,2020-08-02,SSC,Free,0,Bangalore,Online,Hindi
PW102620,2021-06-16,JEE,Free,0,Mumbai,Online,Hindi
PW102621,2020-03-07,JEE,Paid Yearly,4999,Mumbai,Online,English
PW102622,2019-11-08,Commerce,Free,0,Muzaffarpur,Online,Regional
PW102623,2023-12-09,JEE,Paid Monthly,499,Delhi,Offline,Regional
PW102624,2020-08-12,Skill Development,Paid Monthly,499,Lucknow,Online,English
PW102625,2021-01-29,SSC,Paid Yearly,6999,Ahmedabad,Online,English
PW102626,2022-12-11,Skill Development,Paid Monthly,499,Kanpur,Online,Hindi
PW102627,2019-07-07,SSC,Paid Yearly,6999,Kanpur,Online,Regional
PW102628,2024-05-01,NEET,Paid Yearly,4999,Hyderabad,Online,Regional
PW102629,2024-03-16,JEE,Paid Monthly,499,Gaya,Online,Hindi
PW102630,2022-03-25,UPSC,Free,0,Lucknow,Online,Hindi
PW102631,2021-05-01,JEE,Paid Yearly,6999,Gaya,Online,Hindi
PW102632,2019-08-06,SSC,Free,0,Delhi,Online,Hindi
PW102633,2021-04-25,NEET,Paid Monthly,499,Lucknow,Online,Hindi
PW102634,2022-09-28,JEE,Paid Monthly,699,Kolkata,Online,Hindi
PW102635,2020-01-24,UPSC,Free,0,Kolkata,Online,Regional
PW102636,2019-06-13,NEET,Free,0,Ahmedabad,Online,Hindi
PW102637,2020-12-14,JEE,Paid Monthly,999,Jamshedpur,Online,Hindi
PW102638,2024-04-07,Commerce,Paid Monthly,999,Nagpur,Online,Hindi
PW102639,2023-01-29,JEE,Free,0,Delhi,Online,Hindi
PW102640,2020-09-08,Skill Development,Paid Monthly,499,Lucknow,Offline,Hindi
PW102641,2020-01-20,JEE,Paid Monthly,499,Kolkata,Online,Regional
PW102642,2023-11-30,SSC,Free,0,Chennai,Online,English
PW102643,2020-01-14,Commerce,Paid Monthly,699,Hyderabad,Online,Regional
PW102644,2021-05-03,JEE,Paid Yearly,6999,Lucknow,Online,Hindi
PW102645,2019-06-22,JEE,Free,0,Gaya,Online,English
PW102646,2023-06-18,GATE,Paid Yearly,4999,Lucknow,Online,Hindi
PW102647,2020-04-17,GATE,Paid Monthly,499,Dehradun,Online,English
PW102648,2021-03-14,JEE,Paid Monthly,699,Bangalore,Offline,Regional
PW102649,2021-12-19,Commerce,Free,0,Chennai,Online,Hindi
PW102650,2022-11-15,Commerce,Paid Monthly,999,Hyderabad,Online,Hindi
PW102651,2023-04-17,JEE,Paid Yearly,4999,Delhi,Online,Hindi
PW102652,2020-09-27,Commerce,Paid Yearly,4999,Pune,Online,English
PW102653,2021-11-03,JEE,Free,0,Nagpur,Online,English
PW102654,2020-07-18,NEET,Paid Yearly,6999,Varanasi,Offline,Regional
PW102655,2021-10-14,JEE,Paid Monthly,999,Pune,Online,English
PW102656,2020-10-07,UPSC,Free,0,Ahmedabad,Online,English
PW102657,2020-01-08,JEE,Free,0,Pune,Online,English
PW102658,2023-09-25,NEET,Paid Monthly,499,Chennai,Online,Hindi
PW102659,2019-01-22,JEE,Free,0,Nagpur,Online,Hindi
PW102660,2019-05-07,NEET,Free,0,Hyderabad,Online,Regional
PW102661,2024-03-22,JEE,Paid Monthly,999,Dehradun,Online,Hindi
PW102662,2021-01-27,SSC,Paid Yearly,4999,Kanpur,Online,Hindi
PW102663,2023-05-05,NEET,Free,0,Varanasi,Online,English
PW102664,2019-02-28,NEET,Paid Monthly,499,Lucknow,Online,Regional
PW102665,2020-12-08,SSC,Free,0,Lucknow,Online,Hindi
PW102666,2020-03-01,JEE,Paid Monthly,999,Dehradun,Online,English
PW102667,2021-01-20,JEE,Free,0,Mumbai,Online,Hindi
PW102668,2020-06-26,NEET,Free,0,Hyderabad,Online,Regional
PW102669,2020-11-06,JEE,Paid Yearly,8999,Delhi,Online,Hindi
PW102670,2019-06-06,JEE,Paid Monthly,699,Ahmedabad,Online,English
PW102671,2023-02-14,JEE,Paid Yearly,8999,Bangalore,Online,English
PW102672,2022-10-02,JEE,Free,0,Delhi,Online,Hindi
PW102673,2021-04-06,NEET,Free,0,Hyderabad,Online,Hindi
PW102674,2019-05-23,JEE,Free,0,Dehradun,Online,English
PW102675,2019-12-20,NEET,Paid Yearly,6999,Mumbai,Online,Regional
PW102676,2022-06-08,JEE,Paid Monthly,999,Pune,Offline,Regional
PW102677,2019-05-23,NEET,Paid Yearly,6999,Dehradun,Online,English
PW102678,2021-02-13,GATE,Paid Yearly,8999,Lucknow,Online,Regional
PW102679,2019-10-25,UPSC,Free,0,Varanasi,Online,English
PW102680,2019-03-08,Skill Development,Paid Monthly,699,Jamshedpur,Online,English
PW102681,2021-08-23,JEE,Free,0,Bangalore,Online,English
PW102682,2019-03-07,Skill Development,Paid Monthly,999,Nagpur,Online,English
PW102683,2022-04-17,Commerce,Paid Monthly,499,Hyderabad,Online,English
PW102684,2022-12-30,NEET,Free,0,Lucknow,Offline,Hindi
PW102685,2022-10-06,Skill Development,Free,0,Gaya,Online,English
PW102686,2022-02-12,Commerce,Free,0,Muzaffarpur,Online,Regional
PW102687,2021-09-25,JEE,Paid Monthly,499,Delhi,Online,Regional
PW102688,2020-11-01,JEE,Paid Yearly,6999,Bangalore,Online,Hindi
PW102689,2021-09-07,GATE,Free,0,Nagpur,Online,Regional
PW102690,2022-12-29,Commerce,Free,0,Kolkata,Offline,English
PW102691,2024-05-21,Commerce,Paid Monthly,999,Hyderabad,Online,Regional
PW102692,2024-04-08,NEET,Paid Yearly,6999,Lucknow,Offline,Hindi
PW102693,2021-10-17,JEE,Paid Yearly,8999,Bangalore,Online,English
PW102694,2021-06-15,UPSC,Free,0,Kolkata,Online,English
PW102695,2019-03-21,Skill Development,Free,0,Pune,Online,Hindi
PW102696,2021-06-17,UPSC,Free,0,Delhi,Online,English
PW102697,2021-12-19,UPSC,Free,0,Pune,Online,Regional
PW102698,2020-03-22,Commerce,Paid Yearly,4999,Hyderabad,Online,Hindi
PW102699,2020-04-05,JEE,Paid Yearly,8999,Chennai,Online,Regional
PW102700,2021-11-01,Skill Development,Free,0,Hyderabad,Online,Hindi
PW102701,2024-02-12,Commerce,Paid Yearly,8999,Lucknow,Online,Hindi
PW102702,2022-06-21,JEE,Free,0,Nagpur,Online,English
PW102703,2020-10-20,JEE,Free,0,Gaya,Online,Regional
PW102704,2021-01-27,SSC,Paid Yearly,4999,Jamshedpur,Online,English
PW102705,2020-09-03,JEE,Paid Monthly,499,Jamshedpur,Online,Hindi
PW102706,2019-08-21,Commerce,Free,0,Ahmedabad,Online,English
PW102707,2021-06-07,JEE,Free,0,Dehradun,Online,Hindi
PW102708,2022-10-29,Skill Development,Paid Monthly,999,Nagpur,Online,Hindi
PW102709,2020-10-14,GATE,Paid Monthly,999,Muzaffarpur,Online,Regional
PW102710,2019-06-20,NEET,Paid Monthly,999,Jamshedpur,Online,Regional
PW102711,2019-07-11,NEET,Paid Yearly,4999,Hyderabad,Online,Regional
PW102712,2024-01-13,GATE,Free,0,Pune,Online,Hindi
PW102713,2022-05-28,JEE,Paid Yearly,4999,Pune,Online,English
PW102714,2020-10-17,JEE,Paid Monthly,699,Varanasi,Online,Hindi
PW102715,2019-11-22,UPSC,Paid Monthly,499,Kanpur,Online,Regional
PW102716,2024-03-10,NEET,Free,0,Ahmedabad,Online,Hindi
PW102717,2023-09-22,JEE,Paid Monthly,999,Kolkata,Online,Hindi
PW102718,2023-02-05,Commerce,Free,0,Jamshedpur,Online,Regional
PW102719,2020-01-14,JEE,Paid Monthly,999,Lucknow,Offline,Hindi
PW102720,2019-09-15,JEE,Free,0,Nagpur,Online,Hindi
PW102721,2020-01-16,UPSC,Paid Yearly,8999,Dehradun,Offline,Regional
PW102722,2022-11-30,Commerce,Paid Yearly,4999,Bangalore,Online,English
PW102723,2023-10-26,NEET,Free,0,Dehradun,Online,English
PW102724,2023-01-23,UPSC,Paid Monthly,699,Nagpur,Online,Hindi
PW102725,2022-11-19,JEE,Free,0,Mumbai,Offline,Hindi
PW102726,2021-06-14,NEET,Paid Monthly,499,Ahmedabad,Offline,English
PW102727,2023-02-12,GATE,Paid Monthly,499,Pune,Online,Hindi
PW102728,2020-03-07,UPSC,Free,0,Kolkata,Online,Hindi
PW102729,2020-01-07,JEE,Paid Monthly,499,Kanpur,Online,Regional
PW102730,2020-10-31,Commerce,Free,0,Ahmedabad,Online,Hindi
PW102731,2023-11-20,Skill Development,Free,0,Nagpur,Online,Regional
PW102732,2024-06-02,UPSC,Paid Monthly,999,Kolkata,Online,Hindi
PW102733,2019-02-14,NEET,Paid Yearly,8999,Muzaffarpur,Online,Hindi
PW102734,2024-02-26,JEE,Free,0,Nagpur,Online,Hindi
PW102735,2020-03-21,JEE,Paid Monthly,999,Varanasi,Online,English
PW102736,2022-10-01,SSC,Paid Monthly,699,Ahmedabad,Online,Hindi
PW102737,2020-12-10,NEET,Free,0,Ahmedabad,Online,Regional
PW102738,2023-07-04,UPSC,Free,0,Bangalore,Online,Regional
PW102739,2021-09-24,NEET,Free,0,Delhi,Online,Hindi
PW102740,2022-06-08,GATE,Paid Yearly,6999,Jamshedpur,Online,Hindi
PW102741,2021-07-19,JEE,Free,0,Mumbai,Online,Regional
PW102742,2021-11-21,NEET,Paid Monthly,499,Jamshedpur,Offline,Hindi
PW102743,2024-05-12,NEET,Free,0,Hyderabad,Online,Hindi
PW102744,2021-08-09,JEE,Paid Monthly,699,Kanpur,Offline,Hindi
PW102745,2021-01-21,NEET,Paid Monthly,699,Chennai,Online,Hindi
PW102746,2020-06-04,Skill Development,Paid Monthly,999,Jamshedpur,Online,English
PW102747,2023-06-20,Commerce,Paid Yearly,6999,Bangalore,Online,Regional
PW102748,2024-04-29,SSC,Paid Monthly,699,Hyderabad,Online,Hindi
PW102749,2019-03-25,JEE,Paid Monthly,699,Gaya,Online,English
PW102750,2019-12-07,JEE,Paid Monthly,699,Lucknow,Online,Hindi
PW102751,2021-07-16,UPSC,Free,0,Jamshedpur,Online,English
PW102752,2023-05-13,Skill Development,Free,0,Chennai,Online,English
PW102753,2019-07-23,NEET,Free,0,Varanasi,Online,Hindi
PW102754,2022-03-06,UPSC,Paid Monthly,499,Nagpur,Online,Hindi
PW102755,2023-06-20,NEET,Free,0,Nagpur,Offline,English
PW102756,2019-04-13,Skill Development,Paid Monthly,699,Varanasi,Online,Regional
PW102757,2019-01-07,JEE,Free,0,Mumbai,Online,Regional
PW102758,2019-05-07,UPSC,Paid Yearly,6999,Kolkata,Online,Hindi
PW102759,2024-03-21,Skill Development,Paid Monthly,699,Bangalore,Online,Hindi
PW102760,2024-03-05,GATE,Paid Monthly,699,Ahmedabad,Online,English
PW102761,2022-04-27,Skill Development,Paid Monthly,699,Jamshedpur,Offline,English
PW102762,2024-05-20,UPSC,Free,0,Lucknow,Online,English
PW102763,2022-11-29,Skill Development,Paid Monthly,699,Kolkata,Online,Hindi
PW102764,2020-01-20,NEET,Paid Monthly,999,Ahmedabad,Online,English
PW102765,2022-08-17,GATE,Free,0,Bangalore,Online,Regional
PW102766,2019-11-22,UPSC,Paid Monthly,699,Nagpur,Online,Hindi
PW102767,2019-01-01,UPSC,Paid Monthly,699,Ahmedabad,Online,English
PW102768,2020-02-14,Commerce,Free,0,Bangalore,Online,English
PW102769,2022-07-29,JEE,Free,0,Varanasi,Online,Hindi
PW102770,2023-01-02,JEE,Paid Yearly,6999,Jamshedpur,Online,Hindi
PW102771,2022-08-24,Commerce,Paid Yearly,6999,Delhi,Online,English
PW102772,2021-06-11,Commerce,Free,0,Ahmedabad,Offline,Regional
PW102773,2021-04-11,UPSC,Paid Yearly,6999,Chennai,Online,Hindi
PW102774,2022-04-26,Commerce,Paid Monthly,499,Varanasi,Offline,Hindi
PW102775,2020-10-15,JEE,Free,0,Pune,Online,Regional
PW102776,2019-01-16,SSC,Free,0,Pune,Online,Hindi
PW102777,2024-05-01,NEET,Free,0,Ahmedabad,Online,Regional
PW102778,2023-05-24,JEE,Paid Yearly,8999,Hyderabad,Online,English
PW102779,2022-10-14,SSC,Paid Yearly,4999,Pune,Online,English
PW102780,2021-09-21,NEET,Free,0,Delhi,Online,Regional
PW102781,2022-05-05,GATE,Free,0,Mumbai,Online,English
PW102782,2023-09-11,Commerce,Free,0,Nagpur,Online,Regional
PW102783,2021-10-02,NEET,Free,0,Nagpur,Online,Hindi
PW102784,2021-04-09,JEE,Paid Yearly,6999,Chennai,Online,Hindi
PW102785,2023-03-06,Skill Development,Paid Yearly,8999,Jamshedpur,Online,Hindi
PW102786,2019-10-02,JEE,Paid Monthly,699,Delhi,Offline,Hindi
PW102787,2020-10-24,JEE,Paid Yearly,8999,Jamshedpur,Online,English
PW102788,2020-11-18,UPSC,Paid Monthly,699,Nagpur,Online,Hindi
PW102789,2022-01-01,SSC,Paid Yearly,8999,Chennai,Online,Hindi
PW102790,2021-09-29,NEET,Paid Monthly,699,Kanpur,Online,Hindi
PW102791,2023-12-12,JEE,Free,0,Bangalore,Online,English
PW102792,2022-02-05,GATE,Paid Yearly,6999,Nagpur,Online,Hindi
PW102793,2023-06-06,JEE,Paid Yearly,6999,Kolkata,Online,English
PW102794,2024-03-22,JEE,Paid Yearly,8999,Lucknow,Online,Hindi
PW102795,2022-02-19,JEE,Free,0,Delhi,Online,English
PW102796,2019-10-29,JEE,Paid Monthly,999,Bangalore,Online,English
PW102797,2021-01-25,UPSC,Paid Monthly,999,Hyderabad,Online,Hindi
PW102798,2021-01-06,UPSC,Free,0,Ahmedabad,Online,English
PW102799,2019-03-14,SSC,Free,0,Mumbai,Online,Hindi
PW102800,2021-02-08,UPSC,Paid Monthly,499,Jamshedpur,Online,English
PW102801,2020-07-17,NEET,Free,0,Dehradun,Offline,Hindi
PW102802,2020-05-18,NEET,Paid Monthly,499,Dehradun,Online,English
PW102803,2021-08-05,JEE,Paid Monthly,999,Varanasi,Online,Hindi
PW102804,2019-10-03,Commerce,Paid Monthly,499,Ahmedabad,Offline,Regional
PW102805,2023-05-09,JEE,Free,0,Chennai,Online,Hindi
PW102806,2019-04-05,JEE,Paid Yearly,4999,Hyderabad,Online,Hindi
PW102807,2022-01-03,UPSC,Free,0,Muzaffarpur,Online,Hindi
PW102808,2021-03-06,SSC,Free,0,Bangalore,Online,Regional
PW102809,2020-12-24,GATE,Paid Monthly,699,Nagpur,Online,Hindi
PW102810,2022-12-27,Commerce,Paid Yearly,8999,Lucknow,Online,Hindi
PW102811,2020-01-23,JEE,Paid Monthly,999,Hyderabad,Online,English
PW102812,2024-05-19,UPSC,Paid Monthly,999,Nagpur,Offline,Hindi
PW102813,2019-03-18,JEE,Paid Monthly,699,Pune,Online,Hindi
PW102814,2024-03-12,NEET,Paid Monthly,699,Mumbai,Offline,Regional
PW102815,2020-10-02,JEE,Paid Monthly,499,Pune,Online,Hindi
PW102816,2024-02-22,JEE,Paid Monthly,999,Dehradun,Offline,Regional
PW102817,2024-02-05,Commerce,Paid Yearly,4999,Delhi,Online,Regional
PW102818,2019-10-03,Commerce,Free,0,Hyderabad,Online,English
PW102819,2021-08-07,JEE,Paid Yearly,6999,Kanpur,Online,Hindi
PW102820,2023-01-25,Commerce,Paid Monthly,699,Kanpur,Online,English
PW102821,2023-09-30,Skill Development,Paid Monthly,699,Mumbai,Offline,English
PW102822,2022-10-18,UPSC,Paid Monthly,499,Mumbai,Offline,Hindi
PW102823,2022-10-27,Skill Development,Free,0,Mumbai,Online,Hindi
PW102824,2021-01-23,GATE,Paid Yearly,4999,Nagpur,Online,Hindi
PW102825,2020-10-30,GATE,Free,0,Pune,Online,Hindi
PW102826,2024-01-04,NEET,Free,0,Bangalore,Online,English
PW102827,2023-09-22,NEET,Free,0,Delhi,Online,English
PW102828,2020-02-03,JEE,Free,0,Kolkata,Online,Regional
PW102829,2024-05-02,NEET,Paid Monthly,499,Kolkata,Online,Hindi
PW102830,2019-02-22,Skill Development,Free,0,Nagpur,Online,English
PW102831,2021-11-24,Commerce,Paid Monthly,999,Varanasi,Online,English
PW102832,2022-03-21,NEET,Free,0,Lucknow,Online,Hindi
PW102833,2022-05-06,NEET,Free,0,Gaya,Online,Hindi
PW102834,2021-09-08,SSC,Paid Yearly,8999,Chennai,Online,Regional
PW102835,2023-11-04,NEET,Paid Yearly,6999,Gaya,Online,Hindi
PW102836,2023-12-13,NEET,Free,0,Dehradun,Online,English
PW102837,2021-01-19,JEE,Free,0,Kolkata,Online,Hindi
PW102838,2022-05-02,GATE,Free,0,Chennai,Online,Hindi
PW102839,2023-12-12,NEET,Paid Yearly,6999,Varanasi,Online,Hindi
PW102840,2024-01-21,SSC,Free,0,Mumbai,Online,Hindi
PW102841,2023-04-30,JEE,Paid Monthly,499,Gaya,Online,Hindi
PW102842,2021-07-30,JEE,Paid Monthly,499,Chennai,Online,Hindi
PW102843,2020-11-02,JEE,Paid Yearly,6999,Ahmedabad,Offline,Hindi
PW102844,2021-08-01,SSC,Paid Yearly,8999,Delhi,Online,Hindi
PW102845,2019-03-04,Skill Development,Paid Yearly,8999,Bangalore,Online,Hindi
PW102846,2020-10-04,JEE,Free,0,Lucknow,Online,Hindi
PW102847,2020-03-17,GATE,Paid Monthly,699,Hyderabad,Offline,Hindi
PW102848,2023-05-05,NEET,Free,0,Kolkata,Online,Hindi
PW102849,2020-09-28,JEE,Free,0,Dehradun,Online,Hindi
PW102850,2023-09-01,UPSC,Paid Monthly,499,Muzaffarpur,Online,Hindi
PW102851,2023-09-09,NEET,Paid Yearly,4999,Hyderabad,Online,English
PW102852,2019-09-16,Commerce,Free,0,Gaya,Online,English
PW102853,2020-07-17,NEET,Free,0,Muzaffarpur,Online,Hindi
PW102854,2021-07-12,Commerce,Free,0,Ahmedabad,Online,English
PW102855,2019-07-21,SSC,Paid Monthly,699,Bangalore,Online,Hindi
PW102856,2020-05-04,JEE,Free,0,Pune,Online,Hindi
PW102857,2022-03-01,JEE,Paid Monthly,499,Dehradun,Offline,Hindi
PW102858,2024-06-30,NEET,Paid Yearly,4999,Kolkata,Online,Regional
PW102859,2022-08-18,UPSC,Paid Yearly,8999,Lucknow,Online,Hindi
PW102860,2024-02-04,NEET,Paid Yearly,4999,Kolkata,Online,Hindi
PW102861,2020-01-22,JEE,Free,0,Ahmedabad,Online,Regional
PW102862,2021-05-31,GATE,Free,0,Nagpur,Online,Regional
PW102863,2023-09-19,NEET,Free,0,Gaya,Online,English
PW102864,2020-05-11,JEE,Paid Monthly,499,Kolkata,Offline,Hindi
PW102865,2023-06-16,NEET,Paid Monthly,699,Mumbai,Online,Regional
PW102866,2024-03-09,NEET,Free,0,Varanasi,Online,English
PW102867,2019-03-12,UPSC,Free,0,Jamshedpur,Offline,Hindi
PW102868,2022-06-11,JEE,Paid Monthly,499,Delhi,Online,Hindi
PW102869,2021-04-24,NEET,Free,0,Kolkata,Online,Regional
PW102870,2023-01-29,SSC,Paid Monthly,999,Ahmedabad,Online,English
PW102871,2022-09-03,SSC,Paid Yearly,8999,Kolkata,Online,Hindi
PW102872,2022-11-12,UPSC,Paid Yearly,4999,Lucknow,Online,Hindi
PW102873,2019-08-25,Commerce,Paid Yearly,8999,Dehradun,Offline,Regional
PW102874,2023-05-18,SSC,Paid Yearly,6999,Gaya,Online,English
PW102875,2020-02-06,NEET,Paid Monthly,499,Jamshedpur,Online,Regional
PW102876,2021-09-27,NEET,Free,0,Kanpur,Online,Regional
PW102877,2022-05-19,JEE,Free,0,Bangalore,Online,Hindi
PW102878,2024-05-01,GATE,Paid Yearly,6999,Gaya,Online,English
PW102879,2022-08-24,NEET,Paid Yearly,8999,Bangalore,Online,Hindi
PW102880,2022-09-21,JEE,Paid Monthly,699,Lucknow,Online,Regional
PW102881,2022-01-25,SSC,Free,0,Pune,Online,Hindi
PW102882,2023-10-23,UPSC,Free,0,Gaya,Online,Hindi
PW102883,2024-05-09,NEET,Free,0,Nagpur,Online,English
PW102884,2020-02-23,Skill Development,Free,0,Pune,Online,English
PW102885,2024-01-28,Skill Development,Paid Monthly,499,Varanasi,Online,Hindi
PW102886,2022-02-12,GATE,Free,0,Chennai,Online,Hindi
PW102887,2019-07-11,Commerce,Free,0,Nagpur,Online,Hindi
PW102888,2019-08-30,Commerce,Free,0,Pune,Online,Hindi
PW102889,2019-07-11,JEE,Free,0,Mumbai,Online,English
PW102890,2022-06-15,NEET,Paid Monthly,699,Lucknow,Online,Hindi
PW102891,2023-11-13,Commerce,Free,0,Muzaffarpur,Online,Hindi
PW102892,2022-10-25,SSC,Paid Monthly,499,Gaya,Online,Hindi
PW102893,2024-05-16,JEE,Free,0,Pune,Online,English
PW102894,2023-08-24,JEE,Free,0,Mumbai,Online,Hindi
PW102895,2021-08-21,Skill Development,Free,0,Ahmedabad,Online,Hindi
PW102896,2023-05-26,UPSC,Paid Yearly,4999,Lucknow,Online,Hindi
PW102897,2022-10-02,NEET,Free,0,Varanasi,Online,English
PW102898,2019-07-30,GATE,Free,0,Mumbai,Online,English
PW102899,2023-10-07,Commerce,Paid Yearly,8999,Nagpur,Online,English
PW102900,2019-04-07,SSC,Free,0,Delhi,Online,Hindi
PW102901,2020-02-20,UPSC,Paid Monthly,699,Lucknow,Offline,English
PW102902,2020-04-04,NEET,Paid Monthly,499,Nagpur,Online,English
PW102903,2019-12-09,SSC,Paid Monthly,999,Bangalore,Online,English
PW102904,2019-03-25,NEET,Free,0,Gaya,Online,English
PW102905,2020-11-30,SSC,Free,0,Delhi,Online,English
PW102906,2019-10-28,JEE,Paid Monthly,699,Gaya,Online,Hindi
PW102907,2020-12-01,JEE,Free,0,Pune,Online,English
PW102908,2019-09-16,NEET,Free,0,Jamshedpur,Online,English
PW102909,2023-05-26,Commerce,Free,0,Lucknow,Online,Hindi
PW102910,2022-10-10,JEE,Paid Monthly,499,Chennai,Online,English
PW102911,2023-08-12,NEET,Free,0,Gaya,Online,Hindi
PW102912,2022-09-17,GATE,Paid Monthly,499,Dehradun,Online,English
PW102913,2019-05-23,JEE,Free,0,Lucknow,Online,English
PW102914,2022-05-15,JEE,Paid Monthly,699,Lucknow,Offline,Hindi
PW102915,2019-01-31,JEE,Paid Monthly,499,Mumbai,Online,English
PW102916,2021-05-15,NEET,Paid Monthly,499,Mumbai,Online,Regional
PW102917,2023-05-09,Commerce,Paid Yearly,4999,Ahmedabad,Online,Hindi
PW102918,2023-11-30,JEE,Free,0,Dehradun,Online,Hindi
PW102919,2021-05-30,NEET,Paid Yearly,4999,Dehradun,Online,Hindi
PW102920,2023-03-19,SSC,Paid Monthly,699,Nagpur,Online,Regional
PW102921,2019-01-13,Skill Development,Free,0,Kolkata,Online,Hindi
PW102922,2019-08-30,JEE,Free,0,Mumbai,Online,English
PW102923,2019-05-25,JEE,Paid Yearly,6999,Pune,Online,Regional
PW102924,2020-11-09,UPSC,Free,0,Mumbai,Online,English
PW102925,2020-03-28,Skill Development,Free,0,Mumbai,Online,English
PW102926,2019-09-19,UPSC,Paid Monthly,699,Dehradun,Offline,Hindi
PW102927,2020-06-06,JEE,Paid Monthly,999,Dehradun,Online,Hindi
PW102928,2023-06-25,NEET,Paid Monthly,999,Kanpur,Online,English
PW102929,2022-05-18,Skill Development,Free,0,Hyderabad,Online,English
PW102930,2022-09-12,NEET,Paid Yearly,8999,Hyderabad,Online,English
